Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100000,ES,110.47
2011,UNIDAD_MEDIDA.PER_100000,ES,103.48
2012,UNIDAD_MEDIDA.PER_100000,ES,98.81
2013,UNIDAD_MEDIDA.PER_100000,ES,90.41
2014,UNIDAD_MEDIDA.PER_100000,ES,82.84
2015,UNIDAD_MEDIDA.PER_100000,ES,79.88
2016,UNIDAD_MEDIDA.PER_100000,ES,75.61
2017,UNIDAD_MEDIDA.PER_100000,ES,70.54
2018,UNIDAD_MEDIDA.PER_100000,ES,67.08
2019,UNIDAD_MEDIDA.PER_100000,ES,62.47
2020,UNIDAD_MEDIDA.PER_100000,ES,57.05
2010,UNIDAD_MEDIDA.PER_100000,ES70,82.3
2011,UNIDAD_MEDIDA.PER_100000,ES70,75.45
2012,UNIDAD_MEDIDA.PER_100000,ES70,71.26
2013,UNIDAD_MEDIDA.PER_100000,ES70,64.04
2014,UNIDAD_MEDIDA.PER_100000,ES70,57.93
2015,UNIDAD_MEDIDA.PER_100000,ES70,55.84
2016,UNIDAD_MEDIDA.PER_100000,ES70,52.9
2017,UNIDAD_MEDIDA.PER_100000,ES70,49.82
2018,UNIDAD_MEDIDA.PER_100000,ES70,47.77
2019,UNIDAD_MEDIDA.PER_100000,ES70,45
2020,UNIDAD_MEDIDA.PER_100000,ES70,41.81
