Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,85.22
2018,UNIDAD_MEDIDA.PER_100000_POP,ES,84.99
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,82.81
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,76.81
2014,UNIDAD_MEDIDA.PER_100000_POP,ES,72.65
2013,UNIDAD_MEDIDA.PER_100000_POP,ES,70.79
2012,UNIDAD_MEDIDA.PER_100000_POP,ES,78.04
2011,UNIDAD_MEDIDA.PER_100000_POP,ES,70.29
2010,UNIDAD_MEDIDA.PER_100000_POP,ES,68.24
2018,UNIDAD_MEDIDA.PER_100000_POP,ES70,74.26
2017,UNIDAD_MEDIDA.PER_100000_POP,ES70,67.17
2016,UNIDAD_MEDIDA.PER_100000_POP,ES70,63.39
2015,UNIDAD_MEDIDA.PER_100000_POP,ES70,65.37
2014,UNIDAD_MEDIDA.PER_100000_POP,ES70,58.63
2013,UNIDAD_MEDIDA.PER_100000_POP,ES70,54.12
2012,UNIDAD_MEDIDA.PER_100000_POP,ES70,53.47
2011,UNIDAD_MEDIDA.PER_100000_POP,ES70,49.28
2010,UNIDAD_MEDIDA.PER_100000_POP,ES70,39.74
