Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,49.11
2011,UNIDAD_MEDIDA.PT,ES,48.26
2012,UNIDAD_MEDIDA.PT,ES,46.69
2013,UNIDAD_MEDIDA.PT,ES,45.82
2014,UNIDAD_MEDIDA.PT,ES,45.88
2015,UNIDAD_MEDIDA.PT,ES,45.74
2016,UNIDAD_MEDIDA.PT,ES,45.22
2017,UNIDAD_MEDIDA.PT,ES,45.07
2018,UNIDAD_MEDIDA.PT,ES,45.35
2019,UNIDAD_MEDIDA.PT,ES,46.28
2020,UNIDAD_MEDIDA.PT,ES,48.47
2010,UNIDAD_MEDIDA.PT,ES70,48.18
2011,UNIDAD_MEDIDA.PT,ES70,47.37
2012,UNIDAD_MEDIDA.PT,ES70,45.67
2013,UNIDAD_MEDIDA.PT,ES70,44.99
2014,UNIDAD_MEDIDA.PT,ES70,45.51
2015,UNIDAD_MEDIDA.PT,ES70,45.73
2016,UNIDAD_MEDIDA.PT,ES70,45.00
2017,UNIDAD_MEDIDA.PT,ES70,44.93
2018,UNIDAD_MEDIDA.PT,ES70,45.3
2019,UNIDAD_MEDIDA.PT,ES70,46.5
2020,UNIDAD_MEDIDA.PT,ES70,48.44
