Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PT,ES,2.78
2013,UNIDAD_MEDIDA.PT,ES,2.77
2014,UNIDAD_MEDIDA.PT,ES,2.9
2015,UNIDAD_MEDIDA.PT,ES,2.93
2016,UNIDAD_MEDIDA.PT,ES,3.07
2017,UNIDAD_MEDIDA.PT,ES,3.16
2018,UNIDAD_MEDIDA.PT,ES,3.07
2019,UNIDAD_MEDIDA.PT,ES,3.15
2020,UNIDAD_MEDIDA.PT,ES,3.15
2021,UNIDAD_MEDIDA.PT,ES,3.08
2010,UNIDAD_MEDIDA.PT,ES70,1.86
2011,UNIDAD_MEDIDA.PT,ES70,2.11
2012,UNIDAD_MEDIDA.PT,ES70,1.98
2013,UNIDAD_MEDIDA.PT,ES70,1.6
2014,UNIDAD_MEDIDA.PT,ES70,1.82
2015,UNIDAD_MEDIDA.PT,ES70,1.95
2016,UNIDAD_MEDIDA.PT,ES70,2.11
2017,UNIDAD_MEDIDA.PT,ES70,2.44
2018,UNIDAD_MEDIDA.PT,ES70,1.9
2019,UNIDAD_MEDIDA.PT,ES70,2.27
2020,UNIDAD_MEDIDA.PT,ES70,2.2
2021,UNIDAD_MEDIDA.PT,ES70,2.35
2022,UNIDAD_MEDIDA.PT,ES70,3.33
