Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,0.16
2011,UNIDAD_MEDIDA.IX,ES,0.17
2012,UNIDAD_MEDIDA.IX,ES,0.18
2013,UNIDAD_MEDIDA.IX,ES,0.19
2014,UNIDAD_MEDIDA.IX,ES,0.19
2015,UNIDAD_MEDIDA.IX,ES,0.19
2016,UNIDAD_MEDIDA.IX,ES,0.2
2017,UNIDAD_MEDIDA.IX,ES,0.2
2018,UNIDAD_MEDIDA.IX,ES,0.24
2019,UNIDAD_MEDIDA.IX,ES,0.24
2020,UNIDAD_MEDIDA.IX,ES,0.22
2021,UNIDAD_MEDIDA.IX,ES,0.23
2010,UNIDAD_MEDIDA.IX,ES70,0.16
2011,UNIDAD_MEDIDA.IX,ES70,0.17
2012,UNIDAD_MEDIDA.IX,ES70,0.17
2013,UNIDAD_MEDIDA.IX,ES70,0.18
2014,UNIDAD_MEDIDA.IX,ES70,0.18
2015,UNIDAD_MEDIDA.IX,ES70,0.18
2016,UNIDAD_MEDIDA.IX,ES70,0.19
2017,UNIDAD_MEDIDA.IX,ES70,0.19
2018,UNIDAD_MEDIDA.IX,ES70,0.21
2019,UNIDAD_MEDIDA.IX,ES70,0.22
2020,UNIDAD_MEDIDA.IX,ES70,0.2
2021,UNIDAD_MEDIDA.IX,ES70,0.21
